orcid;author
18838;Esteban Zimányi
18839;Marcel Kornacker
18840;Alexander Behm
18841;Zhaojie Niu
18842;Bingsheng He
18843;Stefanie Rinderle-Ma
18844;András A. Benczúr
18845;Levente Kocsis
18846;Róbert Pálovics
18847;Behrooz Parhami
18848;Jianzhong Qi 0001
18849;Rui Zhang 0003
18850;Milind A. Bhandarkar
18851;Semih Salihoglu
18852;Nikolay Yakovets
18853;Xiaofang Zhou 0001
18854;Lei Li 0003
18855;Dirk Fahland
18856;Alekh Jindal
18857;Anil Shanbhag
18858;Yi Lu 0010
18859;Muhammad Hanif
18860;Muhammad Atif Tahir
18861;Muhammad Rafi
18862;Furqan Shaikh
18863;Faisal Nawab
18864;Maurice van Keulen
18865;Da Yan 0001
18866;Hang Liu
18867;Marlon Dumas
18868;Jan Mendling
18869;Abel Armas-Cervantes
18870;Booma Sowkarthiga Balasubramani
18871;Isabel F. Cruz
18872;Avigdor Gal
18873;Nicolo Rivetti
18874;Jeffrey Heer
18875;Joseph M. Hellerstein
18876;Sean Kandel
18877;Marco Aldinucci
18878;Maurizio Drocco
18879;Claudia Misale
18880;Guy Tremblay
18881;Jana Giceva
18882;Mohammad Sadoghi
18883;Jorge Munoz-Gama
18884;Niranjan Kumar Ray
18885;Biswaranjan Acharya
18886;Anil Kumar Swain
18887;Manolis Koubarakis
18888;Konstantina Bereta
18889;Charalampos Nikolaou
18890;George Stamoulis
18891;Shadi M. S. Hilles
18892;Maribel Acosta
18893;Olaf Hartig
18894;Juan F. Sequeda
18895;Martin Hirzel
18896;Eugenio Cesario
18897;Meikel Poess
18898;Jhalak Hota
18899;Deepak Puthal
18900;Abhay Kumar Samal
18901;Josep Carmona 0001
18902;Vincenzo Gulisano
18903;Marina Papatriantafilou
18904;Alessandro Vittorio Papadopoulos
18905;Erhard Rahm
18906;Eric Peukert
18907;Peng Jiang
18908;Fuchun Guo
18909;Willy Susilo
18910;Jinguang Han
18911;Khalid Sayood
18912;Sina Balkir
18913;Mohamed A. Soliman
18914;Stefan Dietze
18915;Elena Demidova
18916;Konstantin Todorov
18917;Sandeep Nagar
18918;Marcus Paradies
18919;Hannes Voigt
18920;Nuno M. Preguiça
18921;Carlos Baquero
18922;Marc Shapiro 0001
18923;Konstantinos Karanasos
18924;Arun Suresh
18925;Chris Douglas
18926;Norman S. Matloff
18927;Clark Fitzgerald
18928;Robin Elizabeth Yancey
18929;Abhishek Chandra
18930;Benjamin Heintz
18931;Ramesh K. Sitaraman
18932;Johns Paul
18933;Chiew Tong Lau
18934;Angela Bonifati
18935;Arnau Prat-Pérez
18936;Shekha Chenthara
18937;Hua Wang 0002
18938;Khandakar Ahmed
18939;Fábio Diniz Rossi
18940;Guilherme da Cunha Rodrigues
18941;George H. L. Fletcher
18942;Martin Theobald
18943;Chii Chang
18944;Amnir Hadachi
18945;Satish Narayana Srirama
18946;Mart Min
18947;Marcelo Arenas
18948;Pablo Barceló
18949;Leonid Libkin
18950;Henrique Moniz
18951;João Leitão 0001
18952;Ricardo J. Dias
18953;Rodrigo Rodrigues 0001
18954;Calvin Jia
18955;Haoyuan Li
18956;Francois Raab
18957;Yuanyuan Tian
18958;Gao Cong
18959;Christian S. Jensen
18960;Lukasz Golab
18961;Jesús García 0001
18962;José Manuel Molina 0001
18963;Antonio Berlanga
18964;Miguel Ángel Patricio Guisado
18965;Danh Le Phuoc
18966;Katja Hose
18967;Alistair Moffat
18968;Matthias Petri
18969;Renzo Angles
18970;Juan L. Reutter
18971;Mohamed Sarwat
18972;Yuhan Sun
18973;Xuntao Cheng
18974;Cheng Liu
18975;Amrapali Zaveri
18976;Anisa Rula
18977;Mario Cannataro
18978;Lena Wiese
18979;Armin Otto Schmitt
18980;Mehmet Gültas
18981;Raghunath Nambiar
18982;Amelie Chi Zhou
18983;Paolo Boldi
18984;Xiao Li
18985;Cheng Lian
18986;Shu Mo
18987;Vineeth Rakesh
18988;Lei Tang 0001
18989;Nicolas Michael
18990;Yifan Hu
18991;Martin Nöllenburg
18992;Idilio Drago
18993;Marco Mellia
18994;Alessandro D'Alconzo
18995;Sebastiano Vigna
18996;Matthias Weidlich
18997;Nikos Mamoulis
18998;Ziawasch Abedjan
18999;Przemyslaw Blaskiewicz
19000;Fabian Hueske
19001;Timo Walther
19002;Alain Crolotte
19003;Fabrizio Maria Maggi
19004;Nicolás Poggi
19005;Sabrina Kirrane
19006;Sherif Sakr
19007;Fabrizio Marozzo
19008;Loris Belcastro
19009;Spyros Blanas
19010;Pinar Tözün
19011;Do Le Quoc
19012;Martin Beck
19013;Pramod Bhatotia
19014;Ruichuan Chen
19015;Christof Fetzer
19016;Christoph Quix
19017;Rihan Hai 0001
19018;Ahmed Eldawy
19019;Tariq Magdon-Ismail
19020;Raja Appuswamy
19021;Alessandro Margara
19022;Tilmann Rabl
19023;Jeff Z. Pan
19024;Jianfeng Du
19025;Zacharias Voulgaris
19026;Todor Ivanov
19027;Roberto V. Zicari
19028;Milos Nikolic 0001
19029;Henrik Leopold
19030;Lance A. Waller
19031;Paolo Papotti
19032;Volker Hilt
19033;Francesco Folino
19034;Luigi Pontieri
19035;Dhanya R. Krishnan
19036;Thye Way Phua
19037;Ryan K. L. Ko
19038;Benoît Depaire
19039;Niels Martin
19040;Andrew Musselman
19041;Javier D. Fernández
19042;Miguel A. Martínez-Prieto
19043;Kanat Tangwongsan
19044;Scott Schneider 0001
19045;Matthias J. Sax
19046;Kasper Green Larsen
19047;Vincenzo Moscato
19048;Marcin Wylot
19049;Wenhao Li
19050;Klaus-Dieter Lange
19051;Jóakim von Kistowski
19052;Martin Hahmann
19053;Bernhard Haslhofer
19054;Antoine Isaac
19055;Rainer Simon
19056;Mahsa Najafzadeh
19057;Suresh Jagannathan
19058;Saurabh Kumar Garg 0001
19059;Siqi Wang
19060;Rajiv Ranjan
19061;Rodrigo N. Calheiros
19062;Kaiyuan Zhu
19063;Ibrahim Numanagic
19064;Süleyman Cenk Sahinalp
19065;Peiquan Jin
19066;Shuliang Wang
19067;Tisinee Surapunt
19068;Donatello Santoro
19069;John Poelman
19070;Emily May Curtin
19071;Pierdomenico Fiadino
19072;Marc Torrent-Moreno
19073;Ananth Gundabattula
19074;Thomas Weise 0003
19075;Barzan Mozafari
19076;Travis Gagie
19077;Gonzalo Navarro
19078;Steffen Friedrich
19079;Norbert Ritter
19080;Umut A. Acar
19081;Flavio Paiva Junqueira
19082;Christian Schulz 0003
19083;Darren Strash
19084;S. M. Zobaed
19085;Mohsen Amini Salehi
19086;Raffaele Conforti
19087;Nur Farhana Hordri
19088;Siti Sophiayati Yuhaniz
19089;Siti Mariyam Shamsuddin
19090;Nurulhuda Firdaus Mohd Azmi
19091;Adela del-Río-Ortega
19092;Manuel Resinas
19093;Antonio Ruiz-Cortés
19094;Davide Mottin
19095;Yinghui Wu
19096;Markus Wurzenberger
19097;Florian Skopik
19098;Giuseppe Settanni
19099;Massimiliano de Leoni
19100;Felix Mannhardt
19101;Robert M. Goerge
19102;Dirk Düllmann
19103;Andreas Solti
19104;Salman Niazi
19105;Mahmoud Ismail
19106;Seif Haridi
19107;Jim Dowling
19108;Yogesh Simmhan
19109;Giancarlo Sperlì
19110;Amr Magdy 0001
19111;Laure Berti-Équille
19112;Alan F. Gates
19113;Paris Carbone
19114;Asterios Katsifodimos
19115;Mario Mezzanzanica
19116;Fabio Mercorio
19117;Awais Akram Mughal
19118;Eva Blomqvist
19119;Patrick Lambrix
19120;Rickard Armiento
19121;Anna Delin
19122;Huanyu Li 0001
19123;Arijit Khan 0001
19124;Duc C. Le
19125;Ahmed R. Mahmood
19126;Walid G. Aref
19127;Chiara Di Francescomarino
19128;Peng Sun 0006
19129;Yonggang Wen 0001
19130;Xu Chu
19131;Artem Polyvyanyy
19132;Ioana Ileana
19133;Jinjun Chen
19134;Gianluca Demartini
19135;Martin Kleppmann
19136;Arturo Diaz-Perez
19137;Alberto Garcia-Robledo
19138;José Luis González Compeán
19139;Pierluigi Crescenzi
19140;Andrea Marino
19141;Marcin Zukowski
19142;Gene Pang
19143;Haoyuan Li 0001
19144;Matthias Boehm 0001
19145;Ilia Petrov 0001
19146;Andreas Koch 0001
19147;Tobias Vinçon
19148;Sergey Hardock
19149;Christian Riegger
19150;Udayan Khurana
19151;Amol Deshpande
19152;Anja Gruenheid
19153;Philippe Cudré-Mauroux
19154;Ronald Barber
19155;Vijayshankar Raman
19156;Richard Sidle
19157;Massimo Guarascio
19158;Maryam Amir Haeri
19159;Jacopo Urbani
19160;Rasmus Pagh
19161;Kaiwen Zhang 0001
19162;Robert Soulé
19163;Bugra Gedik
19164;Antonio Hernández-Illera
19165;Claudio Gutiérrez 0001
19166;Laks V. S. Lakshmanan
19167;Panayiotis Tsaparas
19168;Yuichi Yoshida
19169;Ricard Gavaldà
19170;Jochen De Weerdt
19171;Dinusha Vatsalan
19172;Dimitrios Karapiperis
19173;Vassilios S. Verykios
19174;Amit Mitra
19175;Kamran Munir
19176;Arik Senderovich
19177;Rogério Abreu de Paula
19178;Christian Thomsen 0001
19179;Alexander Alexandrov 0001
19180;Michael Luggen
19181;Paolo Rosso
19182;Dingqi Yang
19183;Stefan Plantikow
19184;Oskar van Rest
19185;Jan Hidders
19186;Peter T. Wood
19187;Pierre Sutra
19188;Sourav S. Bhowmick
19189;Byron Choi
19190;Nicolas Modrzyk
19191;Mohammad Saiedur Rahaman
19192;Margaret Hamilton 0001
19193;Flora D. Salim
19194;Renato Luiz de Freitas Cunha
19195;Zuhair Khayyat
19196;Helena F. Deus
19197;Sergi Nadal
19198;Alberto Abelló
19199;Soumya Banerjee 0002
19200;Samia Bouzefrane 0001
19201;Hanene Maupas
19202;Jeyhun Karimov
19203;Carlos Costa 0002
19204;Carina Andrade
19205;Maribel Yasmina Santos
19206;Nikos Bikakis
19207;Giulio Ermanno Pibiri
19208;Rossano Venturini
19209;Renata Ghisloti Duarte de Souza Granha
19210;Avrilia Floratou
19211;Suyash Gupta
19212;Ted Dunning
19213;Ellen Friedman
19214;Erik G. Hoel
19215;Carmela Comito
19216;Torsten Suel
19217;André Martin
19218;Andrey Brito
19219;Julian Oppermann
19220;Yuchong Hu
19221;Natacha Crooks
19222;Sibghat Ullah Bazai
19223;Julian Jang-Jaccard
19224;Xuyun Zhang
19225;Shadi Khalifa
19226;Peixiang Zhao
19227;Alisa Smirnova
19228;Julien Audiffren
19229;Khaled Ammar
19230;Guillaume Baudart
19231;Yongrui Qin
19232;Quan Z. Sheng
19233;Zaheer Abbas Khan
19234;Jan Peters-Anders
19235;Jayant Gupta
19236;Sander J. J. Leemans
19237;David L. Schmidt
19238;Valerio Persico
19239;Jorge Veiga
19240;Roberto R. Expósito
19241;Juan Touriño
19242;Mohamed Y. Eltabakh
19243;Huaigu Cao
19244;Henry S. Baird
19245;Karl Tombre
19246;Umapada Pal 0001
19247;Dorothea Blostein
19248;Richard Zanibbi
19249;Volker Märgner
19250;Haikal El Abed
19251;Volkmar Frinken
19252;Horst Bunke
19253;Alicia Fornés
19254;Gemma Sánchez
19255;Réjean Plamondon
19256;Giuseppe Pirlo
19257;Donato Impedovo
19258;Anastasios L. Kesidis
19259;Dimosthenis Karatzas
19260;Bertrand Coüasnon
19261;Aurélie Lemaitre
19262;Seiichi Uchida
19263;Srirangaraj Setlur
19264;Zhixin Shi
19265;Simone Marinai
19266;Jianying Hu
19267;Ying Liu
19268;Nicola Nobile
19269;Ching Y. Suen
19270;Michel Gilloux
19271;Andreas Dengel 0001
19272;Faisal Shafait
19273;Abdel Belaïd
19274;Mohamed Imran Razzak
19275;Elisa H. Barney Smith
19276;Tong Lu
19277;Wenyin Liu
19278;Josep Lladós 0001
19279;Marçal Rusiñol
19280;Sergey Tulyakov
19281;Bart Lamiroy
19282;Jean-Marc Ogier
19283;Jin Hyung Kim
19284;Bong-Kee Sin
19285;Ernest Valveny
19286;Koichi Kise
19287;Basilis Gatos
19288;Salvatore Tabbone
19289;Oriol Ramos Terrades
19290;Chew Lim Tan
19291;Xi Zhang
19292;Linlin Li 0002
19293;Claude Sammut
19294;James Cussens
19295;Yoav Shoham
19296;Rob Powers
19297;Xin Jin 0001
19298;Novi Quadrianto
19299;Kristian Kersting
19300;Zhao Xu 0001
19301;Eyke Hüllermeier
19302;Indrajit Bhattacharya
19303;Lise Getoor
19304;Pascal Poupart
19305;Gemma C. Garriga
19306;Susan Craw
19307;Janez Brank
19308;Dunja Mladenic
19309;Marko Grobelnik
19310;Siegfried Nijssen
19311;Jon Timmis
19312;Hannu Toivonen
19313;Aleksander Kolcz
19314;Thomas Zeugmann
19315;William T. B. Uther
19316;Kiri L. Wagstaff
19317;Antonis C. Kakas
19318;Ljupco Todorovski
19319;Ricardo Bezerra de Andrade e Silva
19320;Jörg Sander 0001
19321;Sanjay Jain 0001
19322;Frank Stephan 0001
19323;Michail G. Lagoudakis
19324;Michèle Sebag
19325;Eric Wiewiora
19326;Peter Orbanz
19327;Yee Whye Teh
19328;Peter Stone
19329;Stan Matwin
19330;Lawrence Holder
19331;John Case
19332;Prem Melville
19333;Vikas Sindhwani
19334;Stefan Kramer 0001
19335;Peter Auer
19336;Deepayan Chakrabarti
19337;Tommy R. Jensen
19338;Alexander L. Strehl
19339;Carlos Kavka
19340;Pieter Abbeel
19341;Andrew Y. Ng
19342;Thomas Gärtner 0001
19343;Tamás Horváth 0001
19344;Stefan Wrobel
19345;Soumya Ray
19346;Prasad Tadepalli
19347;John Risch
19348;Shawn Bohn
19349;Yuan-Jye Jason Wu
19350;Peter A. Flach
19351;Adam Coates
19352;Mauro Birattari
19353;Martin D. Buhmann
19354;Martin L. Puterman
19355;Jonathan Patrick
19356;Pietro Michelucci
19357;Daniel Oblinger
19358;Shie Mannor
19359;David Cohn
19360;Lorenza Saitta
19361;Ivan Bruha
19362;Fei Zheng 0001
19363;Xinhua Zhang
19364;James Hodson
19365;Paul E. Utgoff
19366;Stephen Scott 0001
19367;Hendrik Blockeel
19368;Alan Fern
19369;Prithviraj Sen
19370;Galileo Namata
19371;Mustafa Bilgic 0001
19372;Jan Struyf
19373;Samuel Kaski
19374;João Gama 0001
19375;Rohan A. Baxter
19376;Alma Lilia García-Almanza
19377;Biliana Alexandrova-Kabadjova
19378;Serafín Martínez-Jaramillo
19379;Charles X. Ling
19380;Victor S. Sheng
19381;Geoffrey E. Hinton
19382;Kurt Driessens
19383;Wray L. Buntine
19384;Pierre Flener
19385;Ute Schmid
19386;John Langford 0001
19387;Yaakov Engel
19388;Michael Bain
19389;Tonatiuh Peña Centeno
19390;R. Paul Wiegand
19391;Carlos Soares
19392;Periklis Andritsos
19393;Jo-Anne Ting
19394;Sethu Vijayakumar
19395;Stefan Schaal
19396;Jürgen Schmidhuber
19397;C. David Page
19398;Sriraam Natarajan
19399;Thomas R. Shultz
19400;Scott E. Fahlman
19401;Ricardo Silva
19402;Wulfram Gerstner
19403;Bin Liu
19404;Bernhard Hengst
19405;Petra Kralj Novak
19406;Christian Sohler
19407;Gail A. Carpenter
19408;Stephen Grossberg
19409;Michael J. Witbrock
19410;Luís Torgo
19411;Abdullah Mueen 0001
19412;Varun Chandola
19413;Kai Ming Ting
19414;Chris Drummond
19415;Ion Muslea
19416;Xiaojin Zhu 0001
19417;Luc De Raedt
19418;Gregor Leban
19419;Blaz Fortuna
19420;John Lloyd
19421;Julian J. McAuley
19422;Tibério S. Caetano
19423;Sanjoy Dasgupta
19424;Subbarao Kambhampati
19425;Sung Wook Yoon
19426;Anthony Wirth
19427;Moshe Sipper
19428;Ying Zhao 0008
19429;George Karypis
19430;Szymon Jaroszewicz
19431;Adwait Ratnaparkhi
19432;Nicolas Lachiche
19433;Hossam Sharara
19434;Paul W. Munro
19435;Lei Zhang 0016
19436;Bing Liu 0001
19437;James Kennedy
19438;Scott Sanner
19439;Dev G. Rajnarayan
19440;David H. Wolpert
19441;Eric Martin
19442;Hang Li 0001
19443;Mark Reid
19444;Zhiyuan Chen 0001
19445;Philip K. Chan
19446;Gerald DeJong
19447;Shiau Hong Lim
19448;William Stafford Noble
19449;Christina S. Leslie
19450;William D. Smart
19451;Andrew G. Barto
19452;Jan Peters 0001
19453;J. Andrew Bagnell
19454;Jun He
19455;David Corne
19456;Julia Handl
19457;Joshua D. Knowles
19458;Bettina Berendt
19459;David W. Corne
19460;Walter Daelemans
19461;Yasubumi Sakakibara
19462;Zahraa Said Abdallah
19463;Lan Du 0002
19464;Jelber Sayyad-Shirabad
19465;Cecilia M. Procopiuc
19466;Teemu Roos
19467;C. David Page Jr.
19468;Pier Luca Lanzi
19469;Claudia Perlich
19470;Marcus Hutter
19471;Jorma Rissanen
19472;Nicola Cancedda
19473;Jean-Michel Renders
19474;Jerzy Stefanowski
19475;Dariusz Brzezinski
19476;Gavin Brown
19477;Myra Spiliopoulou
19478;Eirini Ntoutsi
19479;Max Zimmermann
19480;Ron Kohavi
19481;Roger Longbotham
19482;Russ Tedrake
19483;Nick Roy
19484;Jun Morimoto
19485;Rada Mihalcea
19486;Massimiliano Ciaramita
19487;Miles Osborne
19488;Franziska Meier
19489;Michael Bonnell Harries
19490;Maria Schuld
19491;Francesco Petruccione
19492;Tom Heskes
19493;Peter Christen
19494;Suhang Wang
19495;Jiliang Tang
19496;Antal van den Bosch
19497;Katharina Morik
19498;Gavin Brown 0001
19499;Christian Igel
19500;Nicholas Roy
19501;Stefano Pacifico
19502;Janez Starc
19503;Luka Bradesko
19504;Mark D. Reid
19505;Zhi-Hua Zhou
19506;Min-Ling Zhang
19507;Viktoriia Sharmanska
19508;Raymond Chi-Wing Wong
19509;Carsten Keßler
19510;Bertrand Chapron
19511;Johnny A. Johannessen
19512;Fabrice Collard
19513;Peter Z. Revesz
19514;Jing (David) Dai
19515;Chang-Tien Lu
19516;Feng Chen 0001
19517;Christopher D. Michaelis
19518;Daniel P. Ames
19519;Robert Thomas
19520;Panu Srestasathiern
19521;Lars Kulik
19522;Ralf Hartmut Güting
19523;Devon Wolfe
19524;George Moon
19525;Martti Hallikainen
19526;Laurynas Speicys
19527;Sotiris Brakatsoulas
19528;Dieter Pfoser
19529;Nectaria Tryfona
19530;Agnès Voisard
19531;Mark A. Tuttle
19532;Michael P. McGuire
19533;Marko Salmenkivi
19534;Daniel A. Keim
19535;Benjamin Bustos
19536;Stefan Berchtold
19537;Hans-Peter Kriegel
19538;Chandana Gangodagamage
19539;Xiaobo Zhou
19540;Henry Lin
19541;Steffen Fritz
19542;Andreas Neumann 0002
19543;Marco Hugentobler
19544;Zhen Wen
19545;Lixin Li
19546;Moustafa Youssef 0001
19547;L. Tiina Sarjakoski
19548;Tapani Sarjakoski
19549;Spiros Skiadopoulos
19550;Eric J. Fetzer
19551;Clodoveu A. Davis Jr.
19552;Leonardo Lacerda Alves
19553;Matt Duckham
19554;Liping Di
19555;Jerry L. Hatfield
19556;Susan Moran 0001
19557;Temuulen Tsagaan Sankey
19558;Ilya Zaslavsky
19559;Bing Lin
19560;Dwight Lanier
19561;Vernon H. Singhroy
19562;Paul Lowman
19563;Azadeh Kushki
19564;Ibrahim Kamel
19565;Jugurta Lisboa Filho
19566;José Luís Braga
19567;Wenli Yang
19568;Allen Anselmo
19569;Lailin Chen
19570;Harold Dunsford
19571;Chi-Yin Chow
19572;Werner Alpers
19573;Ali Arab
19574;Mevin B. Hooten
19575;Christopher K. Wikle
19576;Siyuan Liu
19577;Shuhui Wang
19578;Qiang Qu
19579;Hassan A. Karimi
19580;Somwrita Sarkar
19581;Alexander de Sherbinin
19582;Martin D. Crossland
19583;Anthony G. Cohn
19584;Sudhanshu Sekhar Panda
19585;Michael R. Prior-Jones
19586;Niels Skou
19587;Sumeeta Srinivasan
19588;Gerard B. M. Heuvelink
19589;James D. Brown
19590;Jean Brodeur
19591;Thierry Badard
19592;Chaowei Phil Yang
19593;John D. Evans
19594;Betsy George
19595;Detlef Stammer
19596;Wenwen Li 0001
19597;Bin Zhou
19598;Keith Marsolo
19599;Michael D. Twa
19600;Mark A. Bullimore
19601;Srinivasan Parthasarathy 0001
19602;Jordan Wood
19603;Sangho Kim 0001
19604;Ugur Demiryurek
19605;Cyrus Shahabi
19606;Darin Desilets
19607;Marek Zreda
19608;Lorenz Hurni
19609;Dan Lin 0001
19610;Beng Chin Ooi
19611;Shasha Wu
19612;D. J. O'Neil
19613;Naren Ramakrishnan
19614;Chris Bailey-Kellogg
19615;Peter Fisher
19616;Mark Sanderson
19617;Pieternel F. Levelt
19618;J. Pepijn Veefkind
19619;Klaas Folkert Boersma
19620;Nils Olsen
19621;Patrick Laube
19622;Thomas Wolle
19623;George Christakos
19624;Gian Luigi Liberti
19625;Anne Ruas
19626;Vana Kalogeraki
19627;Amir Soheili
19628;Simonas Saltenis
19629;Jia-Dong Zhang
19630;Phaedon C. Kyriakidis
19631;R. Keith Raney
19632;William A. Mackaness
19633;Omair Chaudhry
19634;James B. Pick
19635;Man Lung Yiu
19636;Yufei Tao 0001
19637;Roger Bivand
19638;Catherine Moskos
19639;Hayden Henderson
19640;Lindsey Bressler
19641;Udit Bhatia
19642;Devashish Kumar
19643;Evan Kodra
19644;R. Kelley Pace
19645;James Paul LeSage
19646;Peter B. Keenan
19647;Gianluca Miscione
19648;Christine Rottenbacher
19649;Andrew B. Lawson
19650;Yaser A. Bishr
19651;Peter Batty
19652;Ignacio Guerrero
19653;Jonathan J. Gourley
19654;Ami Arthur
19655;Damon Grabow
19656;Eliseo Clementini
19657;Christopher J. Semerjian
19658;Naijun Zhou
19659;Qingyun (Jeffrey) Xie
19660;Jérôme Théau
19661;Kai-Florian Richter
19662;Christopher L. Barrett
19663;Stephen G. Eubank
19664;Bryan L. Lewis
19665;Madhav V. Marathe
19666;Paul Colley
19667;Baris M. Kazar
19668;Ravi Kothuri
19669;Peter van Oosterom
19670;Siva Ravada
19671;David Long
19672;Fred A. Kruse
19673;Sandra L. Perry
19674;Samantha J. Lavender
19675;Markus Lupp
19676;Brian Wolshon
19677;Daniel B. Neill
19678;Matthew Zook
19679;Jessica Breen
19680;David Moretz
19681;Joseph R. Francica
19682;Calvin Klatt
19683;Lei Sha
19684;Leong Hou U
19685;David L. Glackin
19686;Xiaopeng Xiong
19687;Mohamed F. Mokbel
19688;Malte Halbey-Martin
19689;Yan Luo
19690;Jorge Campos
19691;Jakob J. van Zyl
19692;David J. Maguire
19693;Graeme Aggett
19694;Chris McColl
19695;Silvia Nittel
19696;Sreeram Balakrishnan
19697;Karen Jacqmin-Adams
19698;Hongrae Lee
19699;Rod McChesney
19700;Rebecca Shapley
19701;Alan R. Gillespie
19702;May Yuan
19703;Baik Hoh
19704;Menno-Jan Kraak
19705;Michael Sanderson
19706;Peter Woodsford
19707;Neal Patwari
19708;Thomas Bittner
19709;John G. Stell
19710;Marios Hadjieleftheriou
19711;Yannis Manolopoulos
19712;Yannis Theodoridis
19713;Vassilis J. Tsotras
19714;Khaled M. Elbassioni
19715;Amr Elmasry
19716;Ned Levine
19717;Taikan Oki
19718;Pat J.-F. Yeh
19719;George Vosselman
19720;Frederico T. Fonseca
19721;Christian Böhm
19722;Sabine Timpf
19723;Frank S. Marzano
19724;Timothy G. Feeman
19725;Rachel I. Albrecht
19726;Daniel J. Cecil
19727;Steven J. Goodman
19728;Robert Weibel
19729;Dirk Burghardt
19730;Salem Chakhar
19731;Vincent Mousseau
19732;Björn Waske
19733;Jón Atli Benediktsson
19734;Mark A. Parsons
19735;Robert Raskin
19736;Reynold Cheng
19737;Enrico Costa
19738;Fabio Muleri
19739;Emre Eftelioglu
19740;Yahya Rahmat-Samii
19741;Atsuyuki Okabe
19742;Michael Gibas
19743;Hakan Ferhatosmanoglu
19744;Josh K. Willis
19745;Martin Raubal
19746;Erik Stubkjær
19747;J. Chris McGlone
19748;Mary Kicza
19749;George Percivall
19750;Feifei Li 0001
19751;George Kollios
19752;Dihan Cheng
19753;Shang-Hua Teng
19754;Lei Shi
19755;Vandana P. Janeja
19756;Michael Durand
19757;Michael F. Goodchild
19758;Mark Bullimore
19759;Marci Sperber
19760;Sergio Mascetti
19761;X. Sean Wang
19762;Harvey J. Miller
19763;Ganesh Subbiah
19764;Ashraful Alam
19765;Murat Kantarcioglu
19766;Jeffrey Myers
19767;Cindy X. Chen
19768;Mohamed Ali
19769;Mehdi Sharifzadeh
19770;Austin Troy
19771;Xiaojun Yang
19772;Jing Dai
19773;Eric F. Wood
19774;Edith Gabriel
19775;Pierre Goovaerts
19776;Iosif Lazaridis
19777;David J. Diner
19778;Eric Shook
19779;H. Sebnem Düzgün
19780;Serkan Kemeç
19781;Huy Van Pham
19782;Ray Harris
19783;Alain Weill
19784;Christos D. Tarantilis
19785;Dennis McLaughlin
19786;Vincent V. Salomonson
19787;Fusheng Wang 0001
19788;Ablimit Aji
19789;George Teodoro
19790;Michael Goshey
19791;Lisa Robock Shaffer
19792;Xuan Shi
19793;Miaoqing Huang
19794;Christian Strobl
19795;Muzaffer Kanaan
19796;Bardia Alavi
19797;Ahmad Hatami
19798;Leen-Kiat Soh
19799;Ashok Samal
19800;Jue Yang
19801;Xinrong Li
19802;Stephen C. Hirtle
19803;Julie Binder Maitra
19804;Robin Dubin
19805;Christine Parent
19806;Stefano Spaccapietra
19807;Yufeng Kou
19808;Defu Lian
19809;Nicholas Jing Yuan
19810;Matthew Lebsock
19811;Steve Cooper
19812;Jinwei Jiang
19813;Leung Tsang
19814;Kung-Hau Ding
19815;William Gail
19816;Robert P. Laudati
19817;Rachel Pottinger
19818;Brian Dushaw
19819;Cirano Iochpe
19820;Daniel J. Sarlitto
19821;E. Raymond Hunt Jr.
