orcid;author
12429;Dil Muhammad Akbar Hussain
12430;Antonio Hernando
12431;Jesús Bobadilla
12432;Francisco Serradilla
12433;Gerhard Austaller
12434;Fernando Lyardet
12435;Dirk Schnelle
12436;Rainer Malaka
12437;Erwin Aitenbichler
12438;Sebastian Ries
12439;Tobias Straub
12440;Andreas Heinemann
12441;Andreas Hartl
12442;Michael Weber 0001
12443;Marc Hermann
12444;Samir Raiyani
12445;Matthias Winkler
12446;Melanie Hartmann
12447;Jochen H. Schiller
12448;Daniel Oberle
12449;Christof Bornhövd
12450;Michael Altenhofen
12451;Wolfgang Gerteis
12452;Zoltán Nochta
12453;Jürgen Anke
12454;Bernhard Wolf
12455;Gregor Hackenbroich
12456;Hong Hai Do
12457;Mario Neugebauer
12458;Anja Klein 0001
12459;Frankie James
12460;Rama Gurram
12461;Patrik Spieß
12462;Jens Müller 0002
12463;Matthias Jöst
12464;Jussi Kangasharju
12465;Volkmar Lotz
12466;Luca Compagna
12467;Konrad S. Wrona
12468;Tobias Limberger
12469;Burkhard Stiller
12470;David Hausheer
12471;Jan Gerke
12472;Péter Rácz
12473;Cristian Morariu
12474;Martin Waldburger
12475;Max Mühlhäuser
12476;Iryna Gurevych
12477;Louenas Hamdi
12478;Alistair Barros
12479;Saburo Muroga
12480;Akio Nakagawa
12481;Alice C. Parker
12482;Yosef Tirat-Gefen
12483;Suhrid A. Wadekar
12484;Samuel S. Martin
12485;Thad Gabara
12486;Kwok Ng
12487;Vikram Iyengar
12488;Elizabeth M. Rudnick
12489;John D. Cressler
12490;John W. Fattaruso
12491;Louis A. Williams III
12492;Bang-Sup Song
12493;Geert A. De Veirman
12494;Michiel Steyaert
12495;Marc Borremans
12496;Johan Janssens
12497;Bram De Muer
12498;Andrea Baschirotto
12499;Philip G. Neudeck
12500;Dimitri Kagaris
12501;Peter J. Hesketh
12502;Shin-ichi Minato
12503;Thomas H. Lee
12504;Maria del Mar Hershenson
12505;Sunderarajan S. Mohan
12506;Kirad Samavati
12507;C. Patrick Yue
12508;Spyros Tragoudas
12509;Krishna Shenai
12510;Erik A. McShane
12511;Naofumi Takagi
12512;Haruyuki Tago
12513;Charles R. Baugh
12514;Zainalabedin Navabi
12515;Yasuhiro Katsumata
12516;Tatsuya Ohguro
12517;Kazumi Inoh
12518;Eiji Morifuji
12519;Takashi Yoshitomi
12520;Hideki Kimijima
12521;Hideaki Nii
12522;Toyota Morimoto
12523;Hisayo S. Momose
12524;Kuniyoshi Yoshikawa
12525;Hidemi Ishiuchi
12526;Hiroshi Iwai
12527;John Lockwood
12528;Victor Boyadzhyan
12529;John Choma Jr.
12530;Ivan S. Kourtev
12531;Eby G. Friedman
12532;James H. Aylor
12533;Robert H. Klenke
12534;Steve M. Kang
12535;Abhijit Dharchoudhury
12536;David T. Blaauw
12537;Stantanu Ganguly
12538;Michel S. Nakhla
12539;Ramachandra Achar
12540;Flavio Lorenzelli
12541;Kung Yao
12542;Stephen I. Long
12543;J. Gregory Rollins
12544;Ko Yoshikawa
12545;Chung-Yu Wu
12546;Jen-Sheng Hwang
12547;Wayne H. Wolf
12548;David L. Barton
12549;Donald B. Estreich
12550;Daniel A. Connors
12551;Wen-mei W. Hwu
12552;David J. Comer
12553;Donald T. Comer
12554;Rick Shih-Jye Shen
12555;Frank Ruei-Ling Lin
12556;Amy Hsiu-Fen Chou
12557;Evans Ching-Song Yang
12558;Charles Ching-Hsiang Hsu
12559;Nick Kanopoulos
12560;Martin Margala
12561;J. Bhasker
12562;Massoud Pedram
12563;Sorin Cristoloveanu
12564;Allen M. Dewey
12565;Moon-Jung Chung
12566;Heechul Kim
12567;Pankaj Khandelwal
12568;Yuichi Nakamura
12569;Kuo-Hsing Cheng
12570;Donald Cottrell
12571;Ashraf Lotfi
12572;Yuh-Kuang Tseng
12573;R. F. Wassenaar
12574;Mohammed Ismail 0001
12575;Chi-Hung Lin
12576;Min-shueh Yuan
12577;Chorng-Kuang Wang
12578;Tanay Karnik
12579;Jan V. Grahn
12580;Mikael Östling
12581;Chris Toumazou
12582;Alison J. Payne
12583;Harry W. Li
12584;R. Jakob Baker
12585;Donald C. Thelen
12586;John M. Khoury
12587;Charles E. Chang
12588;Meera Venkataraman
12589;Sumit Gupta
12590;Rajesh K. Gupta 0001
12591;Isik C. Kizilyalli
12592;Karl Hess
12593;Joseph W. Lyding
12594;Kazuo Yano
12595;Edgar Gómez Cruz
12596;J. Patrick Williams
12597;Hsin-Liang Chen
12598;Boyd Davis
12599;Peyton Mason
12600;Mauri Collins
12601;Zane Berge
12602;Artemio Ramirez Jr.
12603;Matthew S. Eastin
12604;Jennifer Chakroff
12605;Vincent Cicchirillo
12606;Gabriel A. Giordano
12607;Jason S. Stoner
12608;Robyn L. Brouer
12609;Joey F. George
12610;Patricia G. Lange
12611;Lesley S. J. Farmer
12612;Jutta Weber
12613;Joachim Kimmerle
12614;Ulrike Cress
12615;Michael Stefanone
12616;John W. Mullennix
12617;Steven E. Stern
12618;Stacey L. Connaughton
12619;Janice Krueger
12620;Sarah Rofofsky Marcus
12621;Jo Mackiewicz
12622;Markus Wolf
12623;Stephanie Bauer
12624;Danny Hughes 0001
12625;James Walkerdine
12626;H. L. Lim
12627;Fay Sudweeks
12628;Kalev Leetaru
12629;R. K. Koslowsky
12630;Apryl Price
12631;Rosanna Tarsiero
12632;Rosanna E. Guadagno
12633;Katrin Allmendinger
12634;David Robins
12635;Gerald S. Greenberg
12636;Zeynep Cemalcilar
12637;Sandra M. Harrison
12638;Kent Marett
12639;Michaël Opgenhaffen
12640;Barrie Jo Price
12641;Rotimi Taiwo
12642;Rosalie J. Ocker
12643;Jung-ran Park
12644;Anna C. McFadden
12645;Jamie Switzer
12646;Susan R. Fussell
12647;Qiping Zhang
12648;Leslie D. Setlock
12649;Angélica Rísquez
12650;Eric T. Meyer
12651;Suely Fragoso
12652;Erin Bower
12653;Karen Brodsky
12654;Allison Level
12655;Amy E. Hoseth
12656;Uma Devi Doraiswamy
12657;Per F. V. Hasle
12658;Anne-Kathrine Kjær Christensen
12659;Robert Jordan
12660;Kit Hang Leung
12661;J. Patrick Biddix
12662;Bolanle Olaniran
12663;Anita L. Blanchard
12664;Stephen Thorpe
12665;Wengao Gong
12666;Vincent B. Y. Ooi
12667;Shawn Apostel
12668;Moe Folk
12669;Cheryl Amundsen
12670;Elahe Sohbat
12671;Ashok Darisipudi
12672;Sushil Kumar Sharma
12673;Mirjam Weder
12674;Bradley M. Okdie
12675;Kevin Eric DePew
12676;Sarah Stewart
12677;Elisabeth Pankl
12678;Jenna Ryan
12679;Julie D. Woletz
12680;Alison Ruth
12681;Karl-Heinz Renner
12682;Astrid Schütz
12683;Deborah Vess
12684;Mikkel Godsk
12685;Anja Bechmann Petersen
12686;Courtney Crummett
12687;Anna Perrault
12688;Joseph E. Burns
12689;Dianna Laurent
12690;Cheng-chao Su
12691;Karen Garcia
12692;Jonathan Cohn
12693;Dimitris Kiritsis
12694;Samir M. Iqbal
12695;Rashid Bashir
12696;B. John Oommen
12697;Sudip Misra
12698;Ning Xi 0001
12699;King Wai Chiu Lai
12700;Heping Chen
12701;Alon Wolf
12702;Moshe Shoham
12703;Srini Ramaswamy
12704;Hemant Joshi
12705;William Richmond
12706;T. Joseph Lui
12707;Kazuyoshi Ishii
12708;Kinnya Tamaki
12709;Wootae Jeong
12710;Richard D. Patton
12711;Peter C. Patton
12712;Xavier Delorme
12713;Alexandre Dolgui
12714;Mohamed Essafi
12715;Laurent Linxe
12716;Damien Poyard
12717;Christian Dannegger
12718;Keiichi Shirase
12719;Susumu Fujii
12720;Deming Chen
12721;Aníbal Ollero
12722;Ángel Rodriguez Castaño
12723;Mark R. Lehto
12724;Mary F. Lesch
12725;William J. Horrey
12726;Nicholas Kottenstette
12727;Panos J. Antsaklis
12728;Yukio Hasegawa
12729;José A. Ceroni
12730;Marwan A. Simaan
12731;Gary R. Bertoline
12732;Nathan W. Hartman
12733;Nicoletta Adamo-Villani
12734;Luis Basañez
12735;Raúl Suárez
12736;Christopher Bissell
12737;H. Dieter Rombach
12738;John D. Lee
12739;Bobbie D. Seppelt
12740;István Vajk
12741;Jenö Hetthéssy
12742;Ruth Bars
12743;Anatoly Pashkevich
12744;Juan Diego Velásquez
12745;Xin W. Chen
12746;Sang Won Yoon
12747;Hoo Sang Ko
12748;Yoshiharu Inaba
12749;Shinsuke Sakakibara
12750;Birgit Graf
12751;Harald Staab
12752;Timothy I. Salsbury
12753;Cecilia R. Aragon
12754;Alberto Isidori
12755;Daniel J. Power
12756;Ramesh Sharda
12757;Francisco P. Maturana
12758;Dan L. Carnahan
12759;Kenwood H. Hall
12760;Bijay K. Jayaswal
12761;Shimon Y. Nof
12762;Tibor Vámos
12763;Wing Bun Lee
12764;Benny C. F. Cheung
12765;S. K. Kwok
12766;M. Alkan Donmez
12767;Johannes A. Soons
12768;Pat P. Banerjee
12769;Clyde W. Holsapple
12770;Sharath Sasidharan
12771;Peter Terwiesch
12772;Christopher Ganz
12773;Satish C. Mohleji
12774;Dean F. Lamiano
12775;Sebastian V. Massimini
12776;Yuko J. Nakanishi
12777;Rodrigo J. Cruz Di Palma
12778;Manuel Scavarda Basaldúa
12779;Sirkka-Liisa Jämsä Jounela
12780;Greg Baiden
12781;Peter Kopacek
12782;Edward W. Tunstel
12783;Nick A. Ivanescu
12784;Yael Edan
12785;Shufeng Han
12786;Naoshi Kondo
12787;Brian Carlisle
12788;Branko Sarh
12789;James Buttrick
12790;Clayton Munk
12791;Richard Bossi
12792;Daniel Castro-Lacouture
12793;Darwin G. Caldwell
12794;Steve Davis 0001
12795;René J. Moreno Masey
12796;John O. Gray
12797;Mitsuo Gen
12798;Lin Lin 0008
12799;Daniel W. Repperger
12800;Chandler A. Phillips
12801;Florin Gheorghe Filip
12802;Kauko Leiviskä
12803;Parasuram Balasubramanian
12804;Brandon Savage
12805;Michael Kaplan
12806;Chin-Yin Huang
12807;Dana S. Nau
12808;Robert S. Parker
12809;Thomas F. Edgar
12810;Juergen Hahn
12811;Gyula Vastag
12812;Moshe Yerushalmy
12813;Jaewoo Chung
12814;Jose M. A. Tanchoco
12815;Jocelyne Troccaz
12816;Edward F. Watson
12817;Karyn Holmes
12818;Tae-Eog Lee
12819;Theodore J. Williams
12820;Gérard Morel
12821;Jean-François Pétin
12822;Timothy L. Johnson
12823;Friedrich Pinnekamp
12824;Alessandro Pasetti
12825;Walter Schaufelberger
12826;Bozenna Pasik-Duncan
12827;Matthew Verleger
12828;Petr Horácek
12829;Birgit Vogel-Heuser
12830;Steven J. Landry
12831;Rolf Isermann
12832;Jackson He
12833;Enrique Castro-Leon
12834;Piercarlo Ravazzi
12835;Agostino Villa
12836;Jianming Lian
12837;Stanislaw H. Zak
12838;Henry Mirsky
12839;Jörg Stelling
12840;Rudiyanto Gunawan
12841;Neda Bagheri
12842;Stephanie R. Taylor
12843;Eric Kwei
12844;Jason E. Shoemaker
12845;Francis J. Doyle III
12846;Dieter Spath
12847;Martin Braun
12848;Wilhelm Bauer
12849;Norbert Elkmann
12850;Justus Hortig
12851;Markus Fritzsche
12852;Carlos Eduardo Pereira
12853;Peter Neumann
12854;Wolfgang Mann
12855;Mary L. Cummings
12856;Sylvain Bruni
12857;François B. Vernadat
12858;Heinz-Hermann Erbe
12859;Gianluca Paravati
12860;Hanno Hildmann
12861;Benjamin Hirsch
12862;Andrea Lanzi
12863;Sai-Keung Wong
12864;Fabrizio Cutolo
12865;Giani Petri
12866;Christiane Gresse von Wangenheim
12867;Adriano Ferreti Borgatto
12868;Michael Mcloughlin
12869;Amol Dattatraya Mali
12870;Christian Stein
12871;Dilek Dogan
12872;Murat Çinar
12873;Hakan Tüzün
12874;Mattia Thibault
12875;Isabel Cristina Siqueira da Silva
12876;João Ricardo Bittencourt
12877;Keith Nesbitt
12878;Eugene Nalivaiko
12879;Jeffery Jonathan Joshua Davis
12880;Robert Kozma 0001
12881;Florian Schübeler
12882;Manuel Schmidt
12883;Yann Savoye
12884;Daniel N. Boulos
12885;Jule Hildmann
12886;Jaime Arias
12887;Raphaël Marczak
12888;Myriam Desainte-Catherine
12889;Rebecca Ruige Xu
12890;Michele Geronazzo
12891;Inês Amaral
12892;Frederico Fonseca
12893;Felipe Oviedo Frosi
12894;Simena Dinas
12895;Inma Carpe
12896;Oytun Kal
12897;Yavuz Samur
12898;Cetin Tuker
12899;Thomas Lilge
12900;Nina Rosa
12901;Wolfgang Hürst
12902;Remco C. Veltkamp
12903;Peter J. Werkhoven
12904;Yanxiang Zhang 0001
12905;Qingqing Zhao
12906;Huy Kang Kim
12907;Jiyoung Woo
12908;Leigh Achterbosch
12909;Peter Vamplew 0001
12910;Douglas Brown
12911;Jukka Vahlo
12912;Aki Koponen
12913;Patrick C. K. Hung
12914;Laura Rafferty
12915;Marcelo Fantinato
12916;Krystina S. Madej
12917;Tansel Tepe
12918;Devkan Kaleci
12919;Ross Berger
12920;Stefania Serafin
12921;George Papagiannakis
12922;Efstratios Geronikolakis
12923;Maria Pateraki
12924;Víctor M. López-Menchero
12925;Michael Tsioumas
12926;Stella Sylaiou
12927;Fotis Liarokapis
12928;Athina Grammatikopoulou
12929;Kosmas Dimitropoulos
12930;Nikolaos Grammalidis
12931;Nikolaos Partarakis
12932;George Margetis
12933;Giannis Drossis
12934;Martha Vassiliadi
12935;Alan Chalmers
12936;Constantine Stephanidis
12937;Nadia Magnenat-Thalmann
12938;Howard Kaplan
12939;Anna Pyayt
12940;Jong Weon Lee 0002
12941;Han Kyu Yoo
12942;Jorge Roa
12943;Murat Yilmaz 0001
12944;Luís Aly
12945;Rui Penha
12946;Gilberto Bernardes
12947;Eike Langbehn
12948;Frank Steinicke
12949;David Churchill
12950;Mike Preuss
12951;Florian Richoux
12952;Gabriel Synnaeve
12953;Alberto Uriarte
12954;Santiago Ontañón
12955;Michal Certický
12956;John Quarles
12957;Matt Dombrowski
12958;Jaime Lochner
12959;Benjamin Hebgen
12960;Kokolo Ikeda
12961;Sicilia Ferreira Judice
12962;Danielle Marie Olson
12963;Elisabeth Ainsley Sutherland
12964;Cagri Hakan Zaman
12965;D. Fox Harrell
12966;Hartmut Koenitz
12967;Farkhund Iqbal
12968;Benjamin Yankson
12969;Tonguc Ibrahim Sezen
12970;Adnan Mahmood
12971;Bernard Butler
12972;Hushairi Zen
12973;Brendan Jennings
12974;Metin Arica
12975;Burak Tezateser
12976;Alonso Gragera Aguaza
12977;Jean-François Baffier
12978;Vorapong Suppakitpaisarn
12979;Antti Knutas
12980;Jennifer Coleman Dowling
12981;"Lal ""Lila"" Bozgeyikli"
12982;Emily Peed
12983;Newton Lee
12984;Werner Ravyse
12985;Kimmo Tarkkanen
12986;A. Seugnet Blignaut
12987;Erkki Sutinen
12988;Jouni Smed
12989;Ryan P. McMahan
12990;Di Wu 0001
12991;Yi-Hao Ke
12992;Jian He
12993;Yong Li 0008
12994;Min Chen 0003
12995;Selcen Ozturkcan
12996;Masahiko Itoh
12997;Ozan Özkan
12998;Özhan Tingöy
12999;Ramazan S. Aygün
13000;Vineetha Bettaiah
13001;Tom Alexander Garner
13002;Wendy A. Powell
13003;Vaughan Powell
13004;Krzysztof Pietroszek
13005;Kim J. L. Nevelsteen
13006;Sylvester Arnab
13007;Andrés Adolfo Navarro Newball
13008;Borja Barinaga López
13009;Isidro Moreno Sánchez
13010;Natasha Bulatovic Trygg
13011;Petter Skult
13012;Gabriele D'Angelo
13013;Stefano Ferretti
13014;Moreno Marzolla
13015;Kazuki Yoshizoe
13016;Martin Müller 0003
13017;Celia Hodent
13018;Sercan Sengün
13019;Petyo Budakov
13020;Vlasios Kasapakis
13021;Damianos Gavalas
13022;Elena Dzardanova
13023;Mikhail Fiadotau
13024;Ruoqi Sun
13025;Lizhaung Ma
13026;Susan Johnston
13027;Niels Christian Nilsson
13028;Ryuya Akase
13029;Yoshihiro Okada
13030;Matthew Yee-King
13031;Igor Dall'Avanzi
13032;Kenneth C. C. Yang
13033;Yowei Kang
13034;Duncan A. H. Williams
13035;Peter I. Cowling
13036;Damian T. Murphy
13037;Satyaki Roy
13038;Pratiti Sarkar
13039;Surojit Dey
13040;Dominik Borer
13041;Simone Guggiari
13042;Robert W. Sumner
13043;Martin Guay
13044;David C. Gibson
13045;Leah Irving
13046;Katy Scott
13047;Ilaria Mariani
13048;Fabrizio Lamberti
13049;Federico Manuri
13050;Andrea Sanna
13051;Vicki Lau
13052;Kosuke Kaneko
13053;Ulka Chandini Pendit
13054;Syamsul Bahrin Zaibon
13055;Juliana Aida Abu Bakar
13056;Setsuko Ishii
13057;Mark H. M. Winands
13058;Takenobu Takizawa
13059;Takeshi Ito
13060;Takuya Hiraoka
13061;Kunihito Hoki
13062;Mehmet Ilker Berkman
13063;Ecehan Akan
13064;Carol Luckhardt Redfield
13065;Tsung-Chih Tsai
13066;Jouni Ikonen
13067;Laura Ricci
13068;Emanuele Carlini
13069;Hiroshi Yoshikawa
13070;Tim McGraw
13071;Umair Azfar Khan
13072;Jacob Schrum
13073;Risto Miikkulainen
13074;Anna E. Yankovskaya
13075;Kemal Akay
13076;Cansu Nur Simsek
13077;Alexandros Gouvatsos
13078;Zhidong Xiao
13079;Chen Guo
13080;Shuang Wei
13081;Yingjie Victor Chen
13082;Lionel Garnier
13083;Jean-Paul Bécar
13084;Lucie Druoton
13085;Laurent Fuchs
13086;Géraldine Morin
13087;Mehmet Kosa
13088;Ahmet Uysal
13089;Rodrigo Torres
13090;Marlene Palafox
13091;Diogo Cocharro
13092;Evren Bozgeyikli
13093;Christos Mousas
13094;Christos-Nikolaos Anagnostopoulos
13095;Min Wang 0024
13096;Lizhuang Ma
13097;Aaron Hitchcock
13098;Kelvin Sung
13099;Arindam Chaudhuri
13100;Digdem Sezen
13101;Roberto Dillon
13102;Paulo Zaffari
13103;Nicusor Nedelcu
13104;Gilson A. Giraldi
13105;José Karam-Filho
13106;Jolanda G. Tromp
13107;Chung V. Le
13108;Tho L. Nguyen
13109;Brooke Morrill
13110;Sabrina Culyba
13111;Bill Kapralos
13112;Alvaro Uribe-Quevedo
13113;Adam Dubrowski
13114;Sehar Shahzad Farooq
13115;Kyung-Joong Kim
13116;Tariq Alrimawi
13117;Jin Huang
13118;Chris North 0001
13119;Jaci Lee Lederman
13120;Ali Adjorlu
13121;G. Stewart Von Itzstein
13122;Mark Billinghurst
13123;Ross T. Smith
13124;Bruce H. Thomas
13125;Rojin Vishkaie
13126;Richard M. Levy
13127;Masasuke Yasumoto
13128;Catia Prandi
13129;Paola Salomoni
13130;Silvia Mirri
13131;Daniel Thalmann
13132;Anthony Lewis Brooks
13133;William Russell Pensyl
13134;Xiaoping Min
13135;Song Shuli Lily
13136;Sergio Rodríguez Valdunciel
13137;Francesco De Pace
13138;Sébastien Deguy
13139;Adalberto L. Simeone
13140;Eric Hodgson
13141;Sami Hyrynsalmi
13142;Kai K. Kimppa
13143;Ferdinand Schober
13144;Jon Ram Bruun-Pedersen
13145;David W. Rick
13146;Ken S. McAllister
13147;Judd Ethan Ruggill
13148;Wil M. P. van der Aalst
13149;Nijaz Bajgoric
13150;Michael C. Loui
13151;Keith W. Miller 0001
13152;K. C. Hui
13153;Inês Lynce
13154;Vasco M. Manquinho
13155;João Marques-Silva 0001
13156;Pascal Volino
13157;Christiane Luible
13158;Yanhong A. Liu
13159;Jeffrey J. P. Tsai
13160;Min Chen 0001
13161;Karl Tuyls
13162;Ann Nowé
13163;Peter J. Denning
13164;Stéphane Lafortune
13165;Jeremy R. Cooperstock
13166;Slobodan Z. Mijalkovic
13167;Milan D. Mihajlovic
13168;Annie Combelles
13169;Pavel Zezula
13170;Vlastislav Dohnal
13171;Michal Batko
13172;Hongxin Zhang 0001
13173;Xinguo Liu
13174;Hujun Bao
13175;Chih-Chin Lai
13176;Shing-Hwang Doong
13177;Chih-Hung Wu
13178;Frank Zhigang Wang
13179;Sining Wu
13180;Derek Yuhui Deng
13181;Na Helian
13182;Harry Chia-Hung Hsu
13183;David Cope
13184;Zita A. Vale
13185;Steven M. Barnhart
13186;Richard De Lisi
13187;Wenyi Zhao
13188;Yiyu Yao
13189;Ning Zhong 0001
13190;Hojung Lim
13191;Amrit L. Goel
13192;Bharat Joshi
13193;Dhiraj K. Pradhan
13194;Jack J. Stiffler
13195;Angel Barriga
13196;Carlos Jesús Jiménez-Fernández
13197;Manuel Valencia-Barrero
13198;Indranil Gupta
13199;Ali R. Hurson
13200;Krishna M. Kavi
13201;John Paul Loucky
13202;Oliver Yu
13203;Bran Selic
13204;Issam W. Damaj
13205;Farn Wang
13206;Mark Allen Weiss
13207;Xiaolong Jin
13208;Kwok Ching Tsui
13209;George C. Polyzos
13210;George Xylomenos
13211;Swapna S. Gokhale
13212;Ruifeng Xu
13213;Sumanta N. Pattanaik
13214;Bernd Burgstaller
13215;Bernhard Scholz
13216;Manfred Glesner
13217;Tudor Murgan
13218;Thomas Hollstein
13219;Xindong Wu 0001
13220;Yan Zhang
13221;Xingquan Zhu 0001
13222;Tatsuya Suda
13223;Daniel Solow
13224;Angela C. Sodan
13225;Lipo Wang
13226;Xiuju Fu
13227;Cyril S. Ku
13228;Johan Brichau
13229;Ruzanna Chitchyan
13230;Awais Rashid
13231;Theo D'Hondt
13232;Doron A. Peled
13233;Patrizio Pelliccione
13234;Paola Spoletini
13235;Ao Tang
13236;Lachlan L. H. Andrew
13237;Mung Chiang
13238;Steven H. Low
13239;Walter F. Tichy
13240;Klaus-Jürgen Bathe
13241;J. Barrie Thompson
13242;Yonghuai Liu
13243;Aleksandar Milenkovic
13244;Torleiv Kløve
13245;Robert J. Schalkoff
13246;Shiao-Li Tsao
13247;Yi-Bing Lin
13248;Rong Wang
13249;John Linn
13250;Patricia Melin
13251;Oscar Castillo 0001
13252;Jaideep Srivastava
13253;Jamshid A. Vayghan
13254;Ee-Peng Lim
13255;San-Yih Hwang
13256;Jau-Hwang Wang
13257;Bhaskar DasGupta
13258;Lusheng Wang
13259;Chengqi Zhang
13260;Zili Zhang 0001
13261;Du Zhang
13262;Avinash Sahay
13263;Eric Y. T. Juan
13264;Heather K. Harton
13265;Murali Sitaraman
13266;Joan Krone
13267;Simon Maskell
13268;Abdullah Uz Tansel
13269;Weiyi Meng
13270;Hai He
13271;Gábor Horváth 0001
13272;Frederick W. B. Li
13273;Rashid Ansari
13274;Cheng Chang
13275;William D. Reynolds Jr.
13276;Radu Prodan
13277;Adam M. Johansen
13278;Olaf Chitil
13279;Jichiang Tsai
13280;Yi-Min Wang
13281;Jay Smith
13282;Howard Jay Siegel
13283;Anthony A. Maciejewski
13284;Davide Ciucci
13285;Gianpiero Cattaneo
13286;Norbert Mundorf
13287;Lutz M. Kolbe
13288;Alastair R. Beresford
13289;David J. Scott
13290;Appa Rao Korukonda
13291;Jonathan Katz
13292;Diana K. Byrne
13293;Casimer M. DeCusatis
13294;Qingping Lin
13295;Liang Zhang 0024
13296;Dan Zhang 0006
13297;Zhuming Bi
13298;Zhen Gao 0004
13299;Marc M. Van Hulle
13300;Shih-Lien Lu
13301;Ravichandran Ramachandran
13302;Robin Abraham
13303;Margaret M. Burnett
13304;Martin Erwig
13305;Thomas R. Jefferson
13306;Carlton H. Scott
13307;Alexandra Stadler
13308;Haik Lorenz
13309;Magdi N. Kamel
13310;Charles P. Satterthwaite
13311;Andrea Kienle
13312;James Johnson
13313;Simone Smorfa
13314;Mauro Olivieri
13315;Roberto Mancuso
13316;Jaroslav Krivánek
13317;David B. Leake
13318;Thomas Reichherzer
13319;Lawrence Snyder
13320;Sushil Jajodia
13321;Tatsuya Akutsu
13322;Lihong Zhang
13323;Howard Eisner
13324;Jeffrey J. Evans
13325;Juho Kannala
13326;Janne Heikkilä
13327;Sami S. Brandt
13328;Xiaocong Fan
13329;Robert Akl
13330;Robert R. McLeod
13331;Chang Nian Zhang
13332;Xiao Wei Liu
13333;Andrew D. McGettrick
13334;Barbara M. Chapman
13335;Ernst L. Leiss
13336;Albert Mo Kim Cheng
13337;Robbert van Renesse
13338;Chengfei Liu
13339;Yanchun Zhang
13340;Erik Reinhard
13341;Erum Arif Khan
13342;Ahmet Oguz Akyüz
13343;Tok Wang Ling
13344;Mong-Li Lee
13345;Shu-Heng Chen
13346;Wu-chi Feng
13347;Manoranjan Dash
13348;Huan Liu 0001
13349;Katherine G. Herbert
13350;Junilda Spirollari
13351;Jason Tsong-Li Wang
13352;William H. Piel
13353;John D. Westbrook
13354;Winona C. Barker
13355;Zhang-Zhi Hu
13356;Cathy H. Wu
13357;Kishor S. Trivedi
13358;Kalyanaraman Vaidyanathan
13359;Robert H. Walden
13360;Li Yang
13361;Tosiyasu L. Kunii
13362;Lee A. Belfore II
13363;Atul Prakash 0001
13364;Miguel Palomino
13365;Calin Belta
13366;Seokjoong Hwang
13367;Seon Wook Kim
13368;Jong-Kook Kim
13369;Fei Cao
13370;Jeffrey G. Gray
13371;Barrett R. Bryant
13372;Laung-Terng Wang
13373;Charles E. Stroud
13374;Kwang-Ting (Tim) Cheng
13375;Richard E. Schantz
13376;Douglas C. Schmidt
13377;Arnab Ray
13378;Ryuichi Oka
13379;Aizu Wakamatsu
13380;Florent de Dinechin
13381;Milos D. Ercegovac
13382;Jean-Michel Muller
13383;Nathalie Revol
13384;Wesley W. Chu
13385;Vishal Anand 0001
13386;Xiaojun Cao
13387;Sami Sheeshia
13388;Chunsheng Xin
13389;Chunming Qiao
13390;Denise W. Gürer
13391;Jennifer Light
13392;Christina Björkman
13393;Rhian Davies
