:ID;editor:string
12654931;Joost Vennekens
12654932;Neng-Fa Zhou
12654933;Jérôme Leroux
12654934;Jared Davis
12654935;Russ Harmer
12654936;Conrad Drescher
12654937;Mário Florido
12654938;David L. Rager
12654939;David I. Spivak
12654940;Kurt Jensen
12654941;Susanna Donatelli
12654942;Jetty Kleijn
12654943;Wil M. P. van der Aalst
12654944;Jonathan Billington
12654945;Wojciech Penczek
12654946;Gianfranco Balbo
12654947;Karsten Wolf
12654948;Fabrice Kordon
12654949;Lucia Pomello
12654950;Marco Ajmone Marsan
12654951;Giuliana Franceschinis
12654952;Lars Michael Kristensen
12654953;Jörg Desel
12654954;Serge Haddad
12654955;Alex Yakovlev
12654956;Marina L. Gavrilova
12654957;Chih Jeng Kenneth Tan
12654958;François Anton
12654959;C. J. Kenneth Tan
12654960;Alexei Sourin
12654961;Andrés Iglesias 0001
12654962;Mikio Shinya
12654963;Akemi Gálvez
12654964;Jian Chang
12654965;Nadia Magnenat-Thalmann
12654966;Arjan Kuijper
12654967;Khalid Saeed 0001
12654968;Nabendu Chaki
12654969;Bahman Kalantari
12654970;Xiaoyang Mao
12654971;Lichan Hong
12654972;Soharab Hossain Shaikh
12654973;Edward D. Moreno
12654974;Cong-Vinh Phan
12654975;Yingxu Wang
12654976;Yiyu Yao
12654977;Guoyin Wang 0001
12654978;Himanshu Thapliyal
12654979;Nagarajan Ranganathan
12654980;Anton Konushin 0001
12654981;Olga Sourina
12654982;Ajith Abraham
12654983;Mir Abolfazl Mostafavi
12654984;Keith C. C. Chan
12654985;Awais Rashid
12654986;Mehmet Aksit
12654987;Shmuel Katz
12654988;Harold Ossher
12654989;Robert B. France
12654990;Jean-Marc Jézéquel
12654991;Shigeru Chiba
12654992;Éric Tanter
12654993;Erik Ernst
12654994;Robert Hirschfeld
12654995;Eric Bodden
12654996;Shahar Maoz
12654997;Jörg Kienzle
12654998;Mario Südholt
12654999;Patrick Eugster
12655000;Lukasz Ziarek
12655001;Gary T. Leavens
12655002;Mira Mezini
12655003;Christa Schwanninger
12655004;Wouter Joosen
12655005;Michael Haupt
12655006;Klaus Ostermann
12655007;Eric Wohlstadter
12655008;Lotfi Bouzguenda
12655009;Samira Si-Said Cherfi
12655010;Stefano Spaccapietra
12655011;Elisa Bertino
12655012;Roger King
12655013;Dennis McLeod
12655014;Maria E. Orlowska
12655015;Leon Strous
12655016;Paolo Atzeni
12655017;Wesley W. Chu
12655018;Tiziana Catarci
12655019;Katia P. Sycara
12655020;François Fages
12655021;Mohand-Said Hacid
12655022;Michael Kifer
12655023;John Mylopoulos
12655024;Barbara Pernici
12655025;Pavel Shvaiko
12655026;Juan Trujillo 0001
12655027;Ilya Zaihrayeu
12655028;Jeff Z. Pan
12655029;Philippe Thiran
12655030;Terry A. Halpin
12655031;Steffen Staab
12655032;Vojtech Svátek
12655033;John F. Roddick
12655034;Lois M. L. Delcambre
12655035;Karl Aberer
12655036;Philippe Cudré-Mauroux
12655037;Salvatore T. March
12655038;Esteban Zimányi
12655039;Il-Yeol Song
12655040;Rajesh Gupta 0001
12655041;Sebastian Alexander Mödersheim
12655042;Catuscia Palamidessi
12655043;Myung-Soo Kim
12655044;Yoshihisa Shinagawa
12655045;Eli Ben-Sasson
12655046;Rafail Ostrovsky
12655047;Santiago Aja-Fernández
12655048;Rodrigo de Luis García
12655049;Dacheng Tao
12655050;Xuelong Li 0001
12655051;Marcello Pelillo
12655052;Lauro Snidaro
12655053;Jesús García 0001
12655054;James Llinas
12655055;Le Lu 0001
12655056;Yefeng Zheng 0001
12655057;Gustavo Carneiro
12655058;Lin Yang 0002
12655059;Massimo Tistarelli
12655060;Christophe Champod
12655061;Amir R. Zamir
12655062;Asaad Hakeem
12655063;Luc Van Gool
12655064;Mubarak Shah
12655065;Richard Szeliski
12655066;Giovanni Maria Farinella
12655067;Sebastiano Battiato
12655068;Roberto Cipolla
12655069;Mark James Burge
12655070;Kevin W. Bowyer
12655071;Sébastien Marcel
12655072;Mark S. Nixon
12655073;Andrea Fossati
12655074;Juergen Gall
12655075;Helmut Grabner
12655076;Xiaofeng Ren
12655077;Kurt Konolige
12655078;Michael S. Lew
12655079;Shaogang Gong
12655080;Marco Cristani
12655081;Shuicheng Yan
12655082;Chen Change Loy
12655083;Julian Fiérrez
12655084;Nicholas W. D. Evans
12655085;Bogdan Ionescu
12655086;Jenny Benois-Pineau
12655087;Tomas Piatrik
12655088;Georges Quénot
12655089;Gabriela Csurka
12655090;Denis Lalanne
12655091;Jürg Kohlas
12655092;Matteo Repetto
12655093;Armend Duzha
12655094;Martin Wirsing
12655095;Jean-Pierre Banâtre
12655096;Matthias M. Hölzl
12655097;Axel Rauschmayer
12655098;Neal G. Anderson
12655099;Sanjukta Bhanja
12655100;Bernhard Beckert
12655101;Reiner Hähnle
12655102;Peter H. Schmitt
12655103;Yan Jia
12655104;Zhaoquan Gu
12655105;Aiping Li
12655106;Bertrand Braunschweig
12655107;Malik Ghallab
12655108;Kim Marriott
12655109;Falk Schreiber
12655110;Tim Dwyer
12655111;Karsten Klein 0001
12655112;Nathalie Henry Riche
12655113;Takayuki Itoh
12655114;Wolfgang Stuerzlinger
12655115;Bruce H. Thomas
12655116;Zhiming Zhao
12655117;Margareta Hellström
12655118;Jens Bennedsen
12655119;Michael E. Caspersen
12655120;Michael Kölling
12655121;Simeon J. Simoff
12655122;Michael H. Böhlen
12655123;Arturas Mazeika
12655124;Andreas Holzinger
12655125;Carsten Röcker
12655126;Martina Ziefle
12655127;Sander Münster
12655128;Mieke Pfarr-Harfst
12655129;Piotr Kuroczynski
12655130;Marinos Ioannides
12655131;Valentina Janev
12655132;Damien Graux
12655133;Hajira Jabeen
12655134;Emanuel Sallinger
12655135;Rineke Verbrugge
12655136;Christian Bessiere
12655137;Luc De Raedt
12655138;Lars Kotthoff
12655139;Siegfried Nijssen
12655140;Barry O'Sullivan
12655141;Dino Pedreschi
12655142;Pompeu Casanovas
12655143;Giovanni Sartor
12655144;Nuria Casellas
12655145;Rossella Rubino
12655146;François Bry
12655147;Jan Maluszynski
12655148;Carlos Smaniotto Costa
12655149;Ina Suklje Erjavec
12655150;Therese Kenna
12655151;Michiel de Lange
12655152;Konstantinos Ioannidis
12655153;Gabriela Maksymiuk
12655154;Martijn de Waal
12655155;Anton Benz
12655156;Christian Ebert
12655157;Gerhard Jäger
12655158;Robert van Rooij
12655159;Wojciech Samek
12655160;Grégoire Montavon
12655161;Andrea Vedaldi
12655162;Lars Kai Hansen
12655163;Klaus-Robert Müller
12655164;Genevieve B. Orr
12655165;Lejla Batina
12655166;Ileana Buhan
12655167;Stjepan Picek
12655168;Jan van Eijck
12655169;Giovanni Pezzulo
12655170;Martin V. Butz
12655171;Cristiano Castelfranchi
12655172;Rino Falcone
12655173;Giuseppe Anastasi
12655174;Emilio Bellini
12655175;Elisabetta Di Nitto
12655176;Carlo Ghezzi
12655177;Letizia Tanca
12655178;Eugenio Zimeo
12655179;Paola Flocchini
12655180;Giuseppe Prencipe
12655181;Nicola Santoro
12655182;Jaime Gutierrez 0001
12655183;Josef Schicho
12655184;Martin Weimann
12655185;Peng Liu 0005
12655186;Cliff Wang
12655187;Evripidis Bampis
12655188;Klaus Jansen
12655189;Claire Kenyon
12655190;Javier López 0001
12655191;Roberto Setola
12655192;Stephen D. Wolthusen
12655193;Yang Cai 0002
12655194;Julio Abascal
12655195;Tharam S. Dillon
12655196;Elizabeth Chang 0001
12655197;Robert Meersman
12655198;Wolfgang Ahrendt
12655199;Richard Bubel
12655200;Jürgen Dix
12655201;Niklas Fiekas
12655202;Lasse Kliemann
12655203;Peter Sanders 0001
12655204;Tom Schrijvers
12655205;Thom W. Frühwirth
12655206;Maritta Heisel
12655207;Fabio Martinelli
12655208;Sören Auer
12655209;Volha Bryl
12655210;Sebastian Tramp
12655211;Andreas Kerren
12655212;John T. Stasko
12655213;Jean-Daniel Fekete
12655214;Chris North 0001
12655215;Pierluigi Contucci
12655216;Alina Sîrbu
12655217;Manfred Nagl
12655218;Wolfgang Marquardt
12655219;Heiner Stuckenschmidt
12655220;Christine Parent
12655221;Qiang Yang 0001
12655222;Lixin Fan
12655223;Han Yu 0001
12655224;Ivan Ganchev
12655225;Nuno M. Garcia
12655226;Ciprian Dobre
12655227;Constandinos X. Mavromoustakis
12655228;Rossitza Goleva
12655229;Peter Brusilovsky
12655230;Daqing He
12655231;Alexander A. Pasko
12655232;Valery Adzhiev
12655233;Peter Comninos
12655234;Fred S. Roberts
12655235;Igor A. Sheremet
12655236;Michael Kipp
12655237;Jean-Claude Martin
12655238;Patrizia Paggio
12655239;Dirk Heylen
12655240;Oded Goldreich 0001
12655241;Colin Atkinson 0001
12655242;Christian Bunse
12655243;Hans-Gerhard Gross
12655244;Christian Peper
12655245;Ravindra K. Ahuja
12655246;Rolf H. Möhring
12655247;Christos D. Zaroliagis
12655248;Randy Goebel
12655249;Michael Mengel
12655250;Heimo Müller
12655251;Jan Camenisch
12655252;Ronald Leenes
12655253;Dieter Sommer
12655254;Tsvi Kuflik
12655255;Shlomo Berkovsky
12655256;Francesca Carmagnola
12655257;Dominik Heckmann
12655258;Antonio Krüger
12655259;Bernhard Sendhoff
12655260;Edgar Körner
12655261;Olaf Sporns
12655262;Helge J. Ritter
12655263;Kenji Doya
12655264;Irek Ulidowski
12655265;Ulrik Pagh Schultz
12655266;Carla Ferreira 0001
12655267;Alain Lecomte
12655268;Samuel Tronçon
12655269;Michael J. Butler
12655270;Cliff B. Jones
12655271;Alexander B. Romanovsky
12655272;Marcus A. Magnor
12655273;Alexander Sorkine-Hornung
12655274;Robert D. van der Mei
12655275;Hans van den Berg
12655276;George Cybenko
12655277;Michael P. Wellman
12655278;Achim D. Brucker
12655279;Fabiano Dalpiaz
12655280;Paolo Giorgini
12655281;Per Håkon Meland
12655282;Erkuden Rios
12655283;Mattia Salnitri
12655284;Jan Jürjens
12655285;Haralambos Mouratidis
12655286;Loredana Mancini
12655287;Luc Steels
12655288;Andrea Bondavalli
12655289;Sara Bouchenak
12655290;Hermann Kopetz
12655291;Marília Curado
12655292;Andreas Kassler
12655293;Tabajara Krausburg
12655294;Yliès Falcone
12655295;Ernst W. Biersack
12655296;Christian Callegari
12655297;Maja Matijasevic
12655298;Matthew J. B. Robshaw
12655299;Olivier Billet
12655300;Horacio González-Vélez
12655301;Tibor Bosse
12655302;Joost Broekens
12655303;João Dias
12655304;Janneke M. van der Zwaan
12655305;Gerhard J. Woeginger
12655306;Emmanuel Bertin
12655307;Noël Crespi
12655308;Thomas Magedanz
12655309;Nora Koch
12655310;Philip Mayer
12655311;Christian Peter
12655312;Russell Beale
12655313;Robert Trappl
12655314;Robert Krimmer
12655315;Andriana Prentza
12655316;Szymon Mamrot
12655317;Petro Lutsyk
12655318;Jonas Oberhauser
12655319;Wolfgang J. Paul
12655320;Dave Clarke 0001
12655321;Tobias Wrigstad
12655322;Andreas K. Maier
12655323;Stefan Steidl
12655324;Vincent Christlein
12655325;Joachim Hornegger
12655326;Max Bramer
12655327;Rogério de Lemos
12655328;Antónia Lopes
12655329;Dmitry Mouromtsev
12655330;Mathieu d'Aquin
12655331;Ewald Quak
12655332;Michael R. Berthold
12655333;Igor Jurisica
12655334;Alessandro Ricci
12655335;Michael May 0001
12655336;Lorenza Saitta
12655337;Mike Barley
12655338;Amy Unruh
12655339;Diana F. Spears
12655340;Paul Scerri
12655341;Fabio Massacci
12655342;Wolfgang Effelsberg
12655343;Ralf Steinmetz
12655344;Thorsten Strufe
12655345;Steffen Hölldobler
12655346;Sven Apel
12655347;Abraham Bernstein
12655348;Felix C. Freiling
12655349;Hans-Peter Lenhof
12655350;Paul Molitor
12655351;Gustaf Neumann
12655352;Björn Scheuermann 0001
12655353;Nicole Schweikardt
12655354;Myra Spiliopoulou
12655355;Sabine Süsstrunk
12655356;Klaus Wehrle
12655357;Zbigniew W. Ras
12655358;William Ribarsky
12655359;Srikanta Patnaik
12655360;Yeon-Mo Yang
12655361;Guillermo Navarro-Arribas
12655362;Vicenç Torra
12655363;Ripon Patgiri
12655364;Anupam Biswas
12655365;Pinki Roy
12655366;Abdelmalek Amine
12655367;Otmane Aït Mohamed
12655368;Roger Y. Lee
12655369;Da Ruan 0001
12655370;Guoqing Chen
12655371;Etienne E. Kerre
12655372;Geert Wets
12655373;Nadia Nedjah
12655374;Leandro dos Santos Coelho
12655375;Luiza de Macedo Mourelle
12655376;Gloria E. Phillips-Wren
12655377;Nikhil Ichalkaranje
12655378;Lakhmi C. Jain
12655379;Petra Perner
12655380;Saman K. Halgamuge
12655381;Lipo Wang
12655382;Li-Shiang Tsay
12655383;Taras Kowaliw
12655384;Nicolas Bredèche
12655385;René Doursat
12655386;Ahmad Taher Azar
12655387;Quanmin Zhu
12655388;Patricia Melin
12655389;Oscar Castillo 0001
12655390;Annalisa Appice
12655391;Michelangelo Ceci
12655392;Corrado Loglisci
12655393;Giuseppe Manco 0001
12655394;Elio Masciari
12655395;Thanasis Daradoumis
12655396;Santi Caballé
12655397;Joan Manuel Marquès
12655398;Vasile Palade
12655399;Dipti Srinivasan
12655400;Enrique Alba 0001
12655401;Alicja Wieczorkowska
12655402;Carlos Cotta
12655403;Jano I. van Hemert
12655404;Carlos A. Coello Coello
12655405;Clarisse Dhaenens
12655406;Laetitia Jourdan
12655407;Ildar Z. Batyrshin
12655408;Leonid Sheremetov
12655409;Lotfi A. Zadeh
12655410;Valentina V. Zharkova
12655411;Tassilo Pellegrini
12655412;Klaus Tochtermann
12655413;Sebastian Schaffert
12655414;Ronald R. Yager
12655415;Marek Z. Reformat
12655416;Naif Alajlan
12655417;Martine Ceberio
12655418;Vladik Kreinovich
12655419;Dariusz Barbucha
12655420;John Batubara
12655421;Zong Woo Geem
12655422;Samee Ullah Khan
12655423;Juan Li
12655424;Barbara Hammer
12655425;Pascal Hitzler
12655426;Leonardo Franco
12655427;David A. Elizondo
12655428;José M. Jerez
12655429;Keshav P. Dahal
12655430;Kay Chen Tan
12655431;Peter I. Cowling
12655432;David Camacho
12655433;Sang-Wook Kim
12655434;Bogdan Trawinski
12655435;Haeng-Kon Kim
12655436;Seyedali Mirjalili
12655437;Jin Song Dong
12655438;Andrew Lewis
12655439;Tomasz G. Smolinski
12655440;Mariofanna G. Milanova
12655441;Stefka Fidanova
12655442;Ke Chen 0001
12655443;Sima Uyar
12655444;Ender Özcan
12655445;Neil Urquhart
12655446;Setsuo Ohsuga
12655447;Churn-Jung Liau
12655448;El-Ghazali Talbi
12655449;Athanasios V. Vasilakos
12655450;Xianyi Zeng
12655451;Yi Li 0001
12655452;Ludovic Koehl
12655453;Songsak Sriboonchitta
12655454;Nopasit Chakpitak
12655455;Heinrich Hussmann
12655456;Gerrit Meixner
12655457;Detlef Zuehlke
12655458;Dawn E. Holmes
12655459;Akira Namatame
12655460;Satoshi Kurihara
12655461;Hideyuki Nakashima
12655462;Hiro Yoshida
12655463;Ashlesha Jain
12655464;Ajita Ichalkaranje
12655465;Theodor Borangiu
12655466;André Thomas 0001
12655467;Damien Trentesaux
12655468;Aleksander Nawrat
12655469;Zygmunt Kus
12655470;Slawomir Koziel
12655471;Xin-She Yang 0001
12655472;Anthony Brabazon
12655473;Michael O'Neill 0001
12655474;Mario Neto Borges
12655475;Nival Nunes de Almeida
12655476;Felipe Maia Galvão França
12655477;Alberto Ferreira de Souza
12655478;Angel Alejandro Juan Perez
12655479;Václav Snásel
12655480;Tina Yu
12655481;Lawrence Davis
12655482;Cem M. Baydar
12655483;Rajkumar Roy
12655484;Quan Bai
12655485;Fenghui Ren
12655486;Minjie Zhang
12655487;Takayuki Ito 0001
12655488;Xijin J. Tang
12655489;Fabrice Guillet
12655490;Howard J. Hamilton
12655491;Patrick Siarry
12655492;Andries P. Engelbrecht
12655493;Aleksander Byrski
12655494;Zuzana Oplatková
12655495;Marco Carvalho 0001
12655496;Marek Kisiel-Dorohinicki
12655497;Amir Nakib
12655498;Nik Bessis
12655499;Guy De Tré
12655500;Przemyslaw Grzegorzewski
12655501;Jan W. Owsinski
12655502;Slawomir Zadrozny
12655503;Arpad Kelemen
12655504;Yuehui Chen
12655505;Pascal Bouvry
12655506;Chang Wen Chen
12655507;Zhu Li
12655508;Shiguo Lian
12655509;Johann Schumann
12655510;Yan Liu 0003
12655511;Raymond S. T. Lee
12655512;Vincenzo Loia
12655513;Ferrante Neri
12655514;Pablo Moscato
12655515;Roger Lee
12655516;Radim Bris
12655517;Jaroslav Majerník
12655518;Krzysztof Pancerz
12655519;Elena Zaitseva
12655520;Barna Iantovics
12655521;Roumen Kountchev
12655522;Weisi Lin
12655523;Ebroul Izquierdo
12655524;Haohong Wang
12655525;Dimitri Plemenos
12655526;Georgios Miaoulis
12655527;S. Vaidya
12655528;Shyi-Ming Chen
12655529;Mika Sato-Ilic
12655530;Maria Virvou
12655531;George A. Tsihrintzis
12655532;Valentina Emilia Balas
12655533;Canicious Abeynayake
12655534;Anis Koubaa
12655535;Abdelmajid Khelil
12655536;Van-Nam Huynh
12655537;Ljupco Kocarev
12655538;Zbigniew Galias
12655539;Agus Budiyono
12655540;T. Bambang Riyanto
12655541;Endra Joelianto
12655542;Husrev T. Sencar
12655543;Sergio A. Velastin
12655544;Nikolaos Nikolaidis 0001
12655545;Radoslaw P. Katarzyniak
12655546;Francisco Herrera
12655547;Azah Kamilah Muda
12655548;Yun-Huoy Choo
12655549;Sargur N. Srihari
12655550;Satchidananda Dehuri
12655551;Alok Kumar Jagadev
12655552;Mrutyunjaya Panda
12655553;Andrzej P. Wierzbicki
12655554;Yoshiteru Nakamori
12655555;Peijun Guo
12655556;Caifeng Shan
12655557;Fatih Porikli
12655558;Tao Xiang
12655559;Ilias Maglogiannis
12655560;Sheryl Brahnam
12655561;Jeng-Shyang Pan 0001
12655562;Hsiang-Cheh Huang
12655563;Wai-Chi Fang
12655564;Panagiotis Chountas
12655565;Ilias Petrounias
12655566;Thomas Bartz-Beielstein
12655567;Bogdan Filipic
12655568;Peter Korosec
12655569;Hamid R. Tizhoosh
12655570;Mario Ventresca
12655571;Yaochu Jin
12655572;Philipp Limbourg
12655573;Ying-Ping Chen
12655574;Meng-Hiot Lim
12655575;Larry Bull
12655576;Ester Bernadó-Mansilla
12655577;John H. Holmes
12655578;Stanislaw Ambroszkiewicz
12655579;Jerzy Brzezinski
12655580;Wojciech Cellary
12655581;Adam Grzech
12655582;Krzysztof Zielinski
12655583;Giovanni Acampora
12655584;Autilia Vitiello
12655585;Rafael Espín
12655586;Rafael Bello Pérez
12655587;Angel Cobo
12655588;Jorge Marx Gómez
12655589;Ariel Racet Valdés
12655590;János C. Fodor
12655591;Ryszard Klempous
12655592;Carmen Paz Suárez Araujo
12655593;Gongzhu Hu
12655594;Huaikou Miao
12655595;Giuliano Armano
12655596;Marco de Gemmis
12655597;Giovanni Semeraro
12655598;Eloisa Vargiu
12655599;Raymond Chiong
12655600;Naohiro Ishii
12655601;Oleg Okun
12655602;Giorgio Valentini
12655603;Olivier Pivert
12655604;Rami S. Abielmona
12655605;Rafael Falcon
12655606;A. Nur Zincir-Heywood
12655607;Hussein A. Abbass
12655608;Maria Mach-Król
12655609;Celina M. Olszak
12655610;Tomasz Pelech-Pilichowski
12655611;Araceli N. Proto
12655612;Massimo Squillante
12655613;Norbert Jankowski
12655614;Wlodzislaw Duch
12655615;Krzysztof Grabczewski
12655616;J. K. Mandal 0001
12655617;Devadutta Sinha
12655618;Marielba Zacarias
12655619;José Valente de Oliveira
12655620;Simone Marinai
12655621;Hiromichi Fujisawa
12655622;Gemma Bel Enguix
12655623;María Dolores Jiménez-López
12655624;Carlos Martín-Vide
12655625;Yacine Laalaoui
12655626;Nizar Bouguila
12655627;Arash Shaban-Nejad
12655628;Martin Michalowski
12655629;Manolis Wallace
12655630;Ioannis Anagnostopoulos
12655631;Phivos Mylonas
12655632;Mária Bieliková
12655633;Sundarapandian Vaidyanathan
12655634;Amelia Badica
12655635;Komsan Suriya
12655636;Javaan S. Chahl
12655637;Akiko Mizutani
12655638;Zeashan Hameed Khan
12655639;A. B. M. Shawkat Ali
12655640;Zahid Riaz
12655641;Chang-Hua Lien
12655642;Fernando G. Lobo
12655643;Cláudio F. Lima
12655644;Zbigniew Michalewicz
12655645;Norio Baba
12655646;Hisashi Handa
12655647;Rajiv Pandey
12655648;Marcin Paprzycki
12655649;Nidhi Srivastava
12655650;Subhash Bhalla
12655651;Katarzyna Wasielewska-Michniewska
12655652;Adel Ouannas
12655653;Grzegorz Borowik
